IS_name,component_name,feature_name,concentration_units,llod,ulod,lloq,uloq,correlation_coefficient,n_points,transformation_model,transformation_model_param_y_weight,transformation_model_param_y_datum_min,transformation_model_param_y_datum_max,transformation_model_param_x_weight,transformation_model_param_x_datum_min,transformation_model_param_x_datum_max,transformation_model_param_symmetric_regression,transformation_model_param_slope,transformation_model_param_intercept
gmp.gmp_1.Heavy,gmp.gmp_2.Light,peak_apex_int,uM,0,0,0.8,40,0.988819164054614,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.974372676372764,-2.13232380211341
gsn.gsn_1.Heavy,gsn.gsn_1.Light,peak_apex_int,uM,0,0,0.002,0.004,0.789888914981663,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.04708018000325,4.00898770122418
gsn.gsn_1.Heavy,gsn.gsn_2.Light,peak_apex_int,uM,0,0,0.004,0.004,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
gthox.gthox_1.Heavy,gthox.gthox_1.Light,peak_apex_int,uM,0,0,0.1,0.2,0.925434814800918,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.262370981151,-2.24897879524431
gthox.gthox_1.Heavy,gthox.gthox_2.Light,peak_apex_int,uM,0,0,2,2,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
gthrd.gthrd_1.Heavy,gthrd.gthrd_1.Light,peak_apex_int,uM,0,0,200,0.4,0.114358450924649,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.0672553897052422,9.36989700006234
gthrd.gthrd_1.Heavy,gthrd.gthrd_2.Light,peak_apex_int,uM,0,0,1,1,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
gtp.gtp_1.Heavy,gtp.gtp_1.Light,peak_apex_int,uM,0,0,40,0.08,0.272045687586237,11,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.339566777596449,2.77867847321178
gtp.gtp_1.Heavy,gtp.gtp_2.Light,peak_apex_int,uM,0,0,20,0.4,-0.770241191783888,4,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-0.953358112842492,1.72956167235701
gua.gua_1.Heavy,gua.gua_1.Light,peak_apex_int,uM,0,0,0.04,0.08,0.40052513178921,12,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.326138037642036,-0.0845921315929515
ser-L.ser-L_1.Heavy,his-L.his-L_1.Light,peak_apex_int,uM,0,0,0.02,2,0.998053300451153,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.893159025233673,1.00604355455058
ser-L.ser-L_1.Heavy,his-L.his-L_2.Light,peak_apex_int,uM,0,0,0.05,2,0.999569235965605,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.968431294736249,1.61422275225448
hxan.hxan_1.Heavy,hxan.hxan_1.Light,peak_apex_int,uM,0,0,0.4,0.0008,0.907574688741314,14,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.578996197033603,14.5502772358179
icit.icit_1.Heavy,icit.icit_1.Light,peak_apex_int,uM,0,0,4,0.08,0.965125837366466,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.260533695443701,12.5595316584237
icit.icit_1.Heavy,icit.icit_2.Light,peak_apex_int,uM,0,0,0.002,0.02,0.858923087285483,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.277086136397129,11.9055379202967
imp.imp_1.Heavy,imp.imp_1.Light,peak_apex_int,uM,0,0,0.02,10,0.987802981275275,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.04159508015709,0.695512744399092
imp.imp_1.Heavy,imp.imp_2.Light,peak_apex_int,uM,0,0,0.5,10,0.971417957667466,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.966134755686979,1.74416002988022
ins.ins_1.Heavy,ins.ins_1.Light,peak_apex_int,uM,0,0,0.0004,0.04,-0.070036981386111,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-0.0921476821711668,7.06661742946749
ins.ins_1.Heavy,ins.ins_2.Light,peak_apex_int,uM,0,0,4,4,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
datp.datp_1.Heavy,itp.itp_1.Light,peak_apex_int,uM,0,0,0.004,0.008,0.535944574834501,13,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.273846835366613,0.0510522808756355
datp.datp_1.Heavy,itp.itp_2.Light,peak_apex_int,uM,0,0,0.8,0.08,0.891039586316299,4,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.43004574538485,2.45107545069472
lac-D.lac-D_1.Heavy,lac-D.lac-D_1.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
lac-D.lac-D_1.Heavy,lac-D.lac-D_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
mal-L.mal-L_1.Heavy,mal-L.mal-L_1.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
accoa.accoa_1.Heavy,malcoa.malcoa_1.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
met-L.met-L_1.Heavy,met-L.met-L_1.Light,peak_apex_int,uM,0,0,0.004,1,0.999657792332708,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.00953642502828,0.324866564637655
mmal.mmal_1.Heavy,mmal.mmal_1.Light,peak_apex_int,uM,0,0,0.01,1,0.992817428841538,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.811813359875472,0.269271522052588
mmal.mmal_1.Heavy,mmal.mmal_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
nad.nad_1.Heavy,nad.nad_1.Light,peak_apex_int,uM,0,0,0.002,2,0.998166348542445,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.01376074914049,12.107374945771
nad.nad_1.Heavy,nad.nad_2.Light,peak_apex_int,uM,0,0,4,0.8,0.999494510490077,3,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
nadh.nadh_1.Heavy,nadh.nadh_1.Light,peak_apex_int,uM,0,0,8,0.016,0.800886334741248,11,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.935541158555092,10.9291880077952
nadh.nadh_1.Heavy,nadh.nadh_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
nadp.nadp_1.Heavy,nadp.nadp_1.Light,peak_apex_int,uM,0,0,0.0004,4,0.994730346124757,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.889421018531309,0.348948114142467
nadp.nadp_1.Heavy,nadp.nadp_2.Light,peak_apex_int,uM,0,0,0.08,4,0.978285536025344,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.661984079581299,-0.457767491091398
nadph.nadph_1.Heavy,nadph.nadph_1.Light,peak_apex_int,uM,0,0,0.002,4,0.988390592071058,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.9282982513587,4.84707366135498
nadph.nadph_1.Heavy,nadph.nadph_2.Light,peak_apex_int,uM,0,0,4,4,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
oaa.oaa_1.Heavy,oaa.oaa_1.Light,peak_apex_int,uM,0,0,0.01,0.01,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
arg-L.arg-L_1.Heavy,orn.orn_1.Light,peak_apex_int,uM,0,0,1000,50,-0.329721114599745,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-0.765700713579558,11.7163897353243
fum.fum_1.Heavy,oxa.oxa_1.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
fum.fum_1.Heavy,oxa.oxa_2.Light,peak_apex_int,uM,0,0,4,4,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
pep.pep_1.Heavy,pep.pep_1.Light,peak_apex_int,uM,0,0,40,0.08,0.519423253743498,12,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.302073476411129,10.9288690708762
pep.pep_1.Heavy,pep.pep_2.Light,peak_apex_int,uM,0,0,0.04,8,0.989243653871259,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.00403390211433,11.6855096069503
phe-L.phe-L_1.Heavy,phe-L.phe-L_1.Light,peak_apex_int,uM,0,0,0.008,0.8,0.999028264529948,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.935375435872942,0.369651842575765
phe-L.phe-L_1.Heavy,phe-L.phe-L_2.Light,peak_apex_int,uM,0,0,0.2,2,0.999189283886343,4,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.96170505670383,-0.0831513010149903
phpyr.phpyr_1.Heavy,phpyr.phpyr_1.Light,peak_apex_int,uM,0,0,0.004,0.008,0.957002247271627,12,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.540498099996367,1.58717710378718
phpyr.phpyr_1.Heavy,phpyr.phpyr_2.Light,peak_apex_int,uM,0,0,4,2,-0.998110332859786,3,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
prpp.prpp_1.Heavy,prpp.prpp_1.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
prpp.prpp_1.Heavy,prpp.prpp_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
pyr.pyr_1.Heavy,pyr.pyr_1.Light,peak_apex_int,uM,0,0,0.2,80,0.994707446915609,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.893738503579464,-1.34980057149363
pyr.pyr_1.Heavy,pyr.pyr_2.Light,peak_apex_int,uM,0,0,8,8,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
r5p.r5p_1.Heavy,r5p.r5p_1.Light,peak_apex_int,uM,0,0,0.05,1,0.99345379566761,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.01073680700649,1.97553066176472
r5p.r5p_1.Heavy,r5p.r5p_2.Light,peak_apex_int,uM,0,0,0.05,5,0.997458695855691,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.07137286291865,0.213259433899583
ribflv.ribflv_1.Heavy,ribflv.ribflv_1.Light,peak_apex_int,uM,0,0,0.002,0.8,0.996893186112758,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.07093492644483,4.65929616014733
ru5p-D.ru5p-D_1.Heavy,ru5p-D.ru5p-D_1.Light,peak_apex_int,uM,0,0,0.032,1.6,0.997813784396048,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.05764609084536,1.49747421072898
ru5p-D.ru5p-D_1.Heavy,ru5p-D.ru5p-D_2.Light,peak_apex_int,uM,0,0,0.08,8,0.999257381535288,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.05342291443501,-0.234005211445752
s7p.s7p_1.Heavy,s7p.s7p_1.Light,peak_apex_int,uM,0,0,0.02,0.04,0.151429220815158,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.0779030492640193,0.502407925216546
s7p.s7p_1.Heavy,s7p.s7p_2.Light,peak_apex_int,uM,0,0,0.02,0.04,-0.260089888586412,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.200793626230677,2.23480631015369
ser-L.ser-L_1.Heavy,ser-L.ser-L_1.Light,peak_apex_int,uM,0,0,0.2,0.4,0.947602174894015,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.5557234623284,1.47380640446494
ser-L.ser-L_1.Heavy,ser-L.ser-L_2.Light,peak_apex_int,uM,0,0,4,200,0.97966831497177,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.888610825660658,-2.78149568108496
glyclt.glyclt_1.Heavy,skm.skm_1.Light,peak_apex_int,uM,0,0,0.0002,0.2,0.992048869652222,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.877637620828028,2.76261086967623
glyclt.glyclt_1.Heavy,skm.skm_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
succ.succ_1.Heavy,succ.succ_1.Light,peak_apex_int,uM,0,0,2,0.5,0.999454360773318,3,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
succ.succ_1.Heavy,succ.succ_2.Light,peak_apex_int,uM,0,0,0.05,20,-0.316084869124528,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-0.0307333553040896,12.1627922283901
accoa.accoa_1.Heavy,succoa.succoa_1.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
thr-L.thr-L_1.Heavy,thr-L.thr-L_1.Light,peak_apex_int,uM,0,0,0.0064,1.6,0.984120087666402,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.694901091634932,-0.692293083942965
thym.thym_1.Heavy,thym.thym_1.Light,peak_apex_int,uM,0,0,0.02,0.04,0.508149774109426,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.55380326233403,12.007761498131
trp-L.trp-L_1.Heavy,trp-L.trp-L_1.Light,peak_apex_int,uM,0,0,0.0004,4,0.992452489612542,13,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.856747631434349,2.20113393209838
trp-L.trp-L_1.Heavy,trp-L.trp-L_2.Light,peak_apex_int,uM,0,0,4,0.8,0.859017586806132,3,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
tyr-L.tyr-L_1.Heavy,tyr-L.tyr-L_1.Light,peak_apex_int,uM,0,0,0.004,1,0.995602566006576,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.87744246078706,-0.297312946799452
tyr-L.tyr-L_1.Heavy,tyr-L.tyr-L_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
udp.udp_1.Heavy,udp.udp_1.Light,peak_apex_int,uM,0,0,0.008,0.4,0.983130088291469,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.955044181908139,1.79405471720675
udp.udp_1.Heavy,udp.udp_2.Light,peak_apex_int,uM,0,0,0.02,0.8,0.990665530400919,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.01895973831274,1.26502020074909
udpg.udpg_1.Heavy,udpg.udpg_1.Light,peak_apex_int,uM,0,0,0.0005,2.5,0.994984762701588,11,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.01864920202604,-0.573970589092541
udpg.udpg_1.Heavy,udpg.udpg_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
udpglcur.udpglcur_1.Heavy,udpglcur.udpglcur_1.Light,peak_apex_int,uM,0,0,0.0001,0.5,0.997648247368393,11,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.02227598386004,2.32952999239078
udpglcur.udpglcur_1.Heavy,udpglcur.udpglcur_2.Light,peak_apex_int,uM,0,0,0.1,1,0.999416930962407,4,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.817787587785087,1.25967035494132
ump.ump_1.Heavy,ump.ump_1.Light,peak_apex_int,uM,0,0,0.008,0.016,-0.246943884715376,11,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.237641142809251,10.4400675292948
ump.ump_1.Heavy,ump.ump_2.Light,peak_apex_int,uM,0,0,8,0.016,-0.146600812228039,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.424939621844929,10.2702029191838
ura.ura_1.Heavy,ura.ura_1.Light,peak_apex_int,uM,0,0,0.008,0.4,0.999844821338183,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.00626970025385,14.0624890510694
lac-D.lac-D_1.Heavy,urate.urate_1.Light,peak_apex_int,uM,0,0,0.8,0.004,-0.0229310203232688,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-0.0498378058160093,3.85469960733946
lac-D.lac-D_1.Heavy,urate.urate_2.Light,peak_apex_int,uM,0,0,0.8,0.016,0.305762799319776,4,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.965161028791359,5.70030206700063
uri.uri_1.Heavy,uri.uri_1.Light,peak_apex_int,uM,0,0,0.04,0.08,0.484471189990797,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.7844675730155,10.0706533760494
uri.uri_1.Heavy,uri.uri_2.Light,peak_apex_int,uM,0,0,0.04,0.08,-0.461883491799503,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-1.95419425063506,1.58798430600154
utp.utp_1.Heavy,utp.utp_1.Light,peak_apex_int,uM,0,0,0.004,1.6,0.978508470738706,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.772485644759507,0.233894032417656
utp.utp_1.Heavy,utp.utp_2.Light,peak_apex_int,uM,0,0,0.04,8,0.95972098888772,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,2.37134285988611,4.77942078508401
xan.xan_1.Heavy,xan.xan_1.Light,peak_apex_int,uM,0,0,0.0004,0.16,0.996843220529445,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.925173034398644,14.7460406608904
xu5p-D.xu5p-D_1.Heavy,xu5p-D.xu5p-D_1.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
xu5p-D.xu5p-D_1.Heavy,xu5p-D.xu5p-D_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
