component_name,component_group_name,n_heavy_l ,n_heavy_u,n_light_l,n_light_u,n_detecting_l,n_detecting_u,n_quantifying_l,n_quantifying_u,n_identifying_l,n_identifying_u,n_transitions_l,n_transitions_u,ion_ratio_pair_name_1,ion_ratio_pair_name_2,ion_ratio_l,ion_ratio_u,retention_time_l,retention_time_u,intensity_l,intensity_u,overall_quality_l,overall_quality_u,metaValue_sn_score_l,metaValue_sn_score_u,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_total_width_l,metaValue_total_width_u,metaValue_width_at_50_l,metaValue_width_at_50_u,metaValue_tailing_factor_l,metaValue_tailing_factor_u,metaValue_asymmetry_factor_l,metaValue_asymmetry_factor_u,metaValue_baseline_delta_2_height_l,metaValue_baseline_delta_2_height_u,metaValue_points_across_baseline_l,metaValue_points_across_baseline_u,metaValue_points_across_half_height_l,metaValue_points_across_half_height_u,metaValue_logSN_l,metaValue_logSN_u,metaValue_calculated_concentration_l,metaValue_calculated_concentration_u
gmp.gmp_2.Light,gmp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
imp.imp_1.Heavy,imp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
imp.imp_1.Light,imp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
imp.imp_2.Light,imp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
camp.camp_1.Heavy,camp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
camp.camp_1.Light,camp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
camp.camp_2.Light,camp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gthox.gthox_1.Heavy,gthox,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gthox.gthox_1.Light,gthox,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gthox.gthox_2.Light,gthox,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
btn.btn_1.Heavy,btn,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
btn.btn_1.Light,btn,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
btn.btn_2.Light,btn,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mmal.mmal_1.Heavy,mmal,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mmal.mmal_1.Light,mmal,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mmal.mmal_2.Light,mmal,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
succ.succ_1.Heavy,succ,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
succ.succ_1.Light,succ,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
succ.succ_2.Light,succ,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mal-L.mal-L_1.Heavy,mal-L,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mal-L.mal-L_1.Light,mal-L,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
glutacon.glutacon_1.Heavy,glutacon,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
glutacon.glutacon_1.Light,glutacon,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fum.fum_1.Heavy,fum,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fum.fum_1.Light,fum,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpg.udpg_1.Heavy,udpg,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpg.udpg_1.Light,udpg,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpg.udpg_2.Light,udpg,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
damp.damp_1.Heavy,damp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
damp.damp_1.Light,damp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
damp.damp_2.Light,damp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oxa.oxa_1.Heavy,oxa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oxa.oxa_1.Light,oxa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oxa.oxa_2.Light,oxa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
actp.actp_1.Heavy,actp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
actp.actp_1.Light,actp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
actp.actp_2.Light,actp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
akg.akg_1.Heavy,akg,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
akg.akg_1.Light,akg,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oaa.oaa_1.Heavy,oaa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oaa.oaa_1.Light,oaa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtdpglu.dtdpglu_1.Heavy,dtdpglu,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtdpglu.dtdpglu_1.Light,dtdpglu,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtdpglu.dtdpglu_2.Light,dtdpglu,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadh.nadh_1.Heavy,nadh,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadh.nadh_1.Light,nadh,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadh.nadh_2.Light,nadh,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adpglc.adpglc_1.Heavy,adpglc,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adpglc.adpglc_1.Light,adpglc,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adpglc.adpglc_2.Light,adpglc,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
chor.chor_1.Heavy,chor,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
chor.chor_1.Light,chor,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fol.fol_1.Heavy,fol,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fol.fol_1.Light,fol,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fol.fol_2.Light,fol,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgdp.dgdp_1.Heavy,dgdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgdp.dgdp_1.Light,dgdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgdp.dgdp_2.Light,dgdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gdp.gdp_1.Heavy,gdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gdp.gdp_1.Light,gdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gdp.gdp_2.Light,gdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
6pgc.6pgc_1.Heavy,6pgc,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
6pgc.6pgc_1.Light,6pgc,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
Pool_2pg_3pg.Pool_2pg_3pg_1.Heavy,Pool_2pg_3pg,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
Pool_2pg_3pg.Pool_2pg_3pg_1.Light,Pool_2pg_3pg,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
Pool_2pg_3pg.Pool_2pg_3pg_2.Light,Pool_2pg_3pg,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dcdp.dcdp_1.Heavy,dcdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dcdp.dcdp_1.Light,dcdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dcdp.dcdp_2.Light,dcdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adp.adp_1.Heavy,adp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adp.adp_1.Light,adp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adp.adp_2.Light,adp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
2mcit.2mcit_1.Heavy,2mcit,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
2mcit.2mcit_1.Light,2mcit,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
2mcit.2mcit_2.Light,2mcit,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udp.udp_1.Heavy,udp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udp.udp_1.Light,udp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udp.udp_2.Light,udp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
acon-C.acon-C_1.Heavy,acon-C,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
acon-C.acon-C_1.Light,acon-C,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
acon-C.acon-C_2.Light,acon-C,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadp.nadp_1.Heavy,nadp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadp.nadp_1.Light,nadp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadp.nadp_2.Light,nadp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
pep.pep_1.Heavy,pep,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
pep.pep_1.Light,pep,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
