sample_name,sample_type,component_group_name,component_name,QC_transition_message,asymmetry_factor,baseline_delta_2_height,calculated_concentration,logSN,peak_apex_int,points_across_baseline,points_across_half_height,tailing_factor,total_width,width_at_50
150601_0_BloodProject01_PLT_QC_Broth-1,Unknown,23dpg,23dpg.23dpg_1.Heavy,metaValue[points_across_half_height],1.6636589919104579,0.019339490528588073,,5.005827177735269,190311.15853363584,30,4,1.3755896226415134,0.4953499999999984,0.09053333333333313
150601_0_BloodProject01_PLT_QC_Broth-1,Unknown,23dpg,23dpg.23dpg_1.Light,metaValue[points_across_half_height],1.990976975731241,0.02909051917459386,,5.091477892824478,189699.14041251215,30,4,1.614033018867953,0.4953499999999984,0.09053333333333313
150601_0_BloodProject01_PLT_QC_Broth-1,Unknown,23dpg,23dpg.23dpg_2.Light,metaValue[asymmetry_factor];metaValue[points_across_half_height];metaValue[tailing_factor],15.849549549549929,0.11153376227805081,,2.2890346599178186,41790.30058599326,30,4,8.424774774774964,0.4953499999999984,0.09053333333333313
150601_0_BloodProject01_PLT_QC_Broth-1,Unknown,2mcit,2mcit.2mcit_1.Light,,1.0507188039102853,0.10170927214175984,,3.467331299207157,147050.01390414618,30,13,0.9409692055217641,0.3648000000000007,0.17371666666666563
150601_0_BloodProject01_PLT_QC_Broth-1,Unknown,5oxpro,5oxpro.5oxpro_1.Heavy,,1.3398364920104031,0.028980519271971997,,2.053867299071197,2023.855311452712,40,12,1.1651008778684717,0.3370833333333332,0.11476666666666668
150601_0_BloodProject01_PLT_QC_Broth-1,Unknown,5oxpro,5oxpro.5oxpro_1.Light,,1.0666417072257557,0.028267244899619574,,4.804041566493912,18518.90641054484,40,10,1.110771321780495,0.3370833333333332,0.09728333333333339
150601_0_BloodProject01_PLT_QC_Broth-1,Unknown,5oxpro,5oxpro.5oxpro_2.Light,,0.9840150446638476,,,4.325152112802253,4024.7267792695206,40,12,0.9362234264276795,0.3370833333333332,0.11414999999999997
150601_0_BloodProject01_PLT_QC_Broth-1,Unknown,6pgc,6pgc.6pgc_1.Light,metaValue[asymmetry_factor];metaValue[tailing_factor],5.284403669724767,0.06678321070985689,,3.6457153007819207,60792.42364095448,43,9,2.462213342599041,0.5395500000000002,0.13698333333333323
150601_0_BloodProject01_PLT_QC_Broth-1,Unknown,AICAr,AICAr.AICAr_1.Heavy,,1.3772353794103454,0.0049942076443315695,,4.098162200951359,7260.485814721246,21,7,1.1830085899853342,0.25139999999999985,0.09866666666666668
150601_0_BloodProject01_PLT_QC_Broth-1,Unknown,Hexose_Pool_fru_glc-D,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_1.Heavy,,1.504105403857169,-0.002208345308907371,,3.8795612736656335,588174.810467948,61,11,1.3318693908726364,0.6937333333333333,0.1459999999999999
